"IBaseEmitter [m]","VCollector []","Inegative(IC) [mA]"
4.5,6.3,450.00000000001
4.5,6.4,450.00000000001
4.5,6.5,450.00000000001
4.5,6.6,450.00000000001
4.5,6.7,450.00000000001
4.5,6.8,450.00000000001
4.5,6.9,450.00000000001
4.5,7,450.00000000001
4.5,7.1,450.00000000001
4.5,7.2,450.00000000001
4.5,7.3,450.00000000001
4.5,7.4,450.00000000001
4.5,7.5,450.00000000001
4.5,7.6,450.00000000001
4.5,7.7,450.00000000001
4.5,7.8,450.00000000001
4.5,7.9,450.00000000001
4.5,8,450.00000000001
4.5,8.1,450.00000000001
4.5,8.2,450.00000000001
4.5,8.3,450.00000000001
4.5,8.4,450.00000000001
4.5,8.5,450.00000000001
4.5,8.6,450.00000000001
4.5,8.7,450.00000000001
4.5,8.8,450.00000000001
4.5,8.9,450.00000000001
4.5,9,450.00000000001
4.5,9.1,450.00000000001
4.5,9.2,450.00000000001
4.5,9.3,450.00000000001
4.5,9.4,450.00000000001
4.5,9.5,450.00000000001
4.5,9.6,450.00000000001
4.5,9.7,450.00000000001
4.5,9.8,450.00000000001
4.5,9.9,450.00000000001
4.5,10,450.00000000001
5,0,-4.08936558122391
5,0.1,39.1741131792577
5,0.2,111.537820373255
5,0.3,192.43148823638
5,0.4,275.507662389389
5,0.5,357.375868846035
5,0.6,433.108162908118
5,0.7,487.351160478762
5,0.8,499.5746009298
5,0.9,499.991172847972
5,1,499.999819874306
5,1.1,499.999996325657
5,1.2,499.999999925058
5,1.3,499.999999998481
5,1.4,499.999999999979
5,1.5,500.00000000001
5,1.6,500.00000000001
5,1.7,500.00000000001
5,1.8,500.00000000001
5,1.9,500.00000000001
5,2,500.00000000001
5,2.1,500.00000000001
5,2.2,500.00000000001
5,2.3,500.00000000001
5,2.4,500.00000000001
5,2.5,500.00000000001
5,2.6,500.00000000001
5,2.7,500.00000000001
5,2.8,500.00000000001
5,2.9,500.00000000001
5,3,500.00000000001
5,3.1,500.00000000001
5,3.2,500.00000000001
5,3.3,500.00000000001
5,3.4,500.00000000001
5,3.5,500.00000000001
5,3.6,500.00000000001
5,3.7,500.00000000001
5,3.8,500.00000000001
5,3.9,500.00000000001
5,4,500.00000000001
5,4.1,500.00000000001
5,4.2,500.00000000001
5,4.3,500.00000000001
5,4.4,500.00000000001
5,4.5,500.00000000001
5,4.6,500.00000000001
5,4.7,500.00000000001
5,4.8,500.00000000001
5,4.9,500.00000000001
5,5,500.00000000001
5,5.1,500.00000000001
5,5.2,500.00000000001
5,5.3,500.00000000001
5,5.4,500.00000000001
5,5.5,500.00000000001
5,5.6,500.00000000001
5,5.7,500.00000000001
5,5.8,500.00000000001
5,5.9,500.00000000001
5,6,500.00000000001
5,6.1,500.00000000001
5,6.2,500.00000000001
5,6.3,500.00000000001
5,6.4,500.00000000001
5,6.5,500.00000000001
5,6.6,500.00000000001
5,6.7,500.00000000001
5,6.8,500.00000000001
5,6.9,500.00000000001
5,7,500.00000000001
5,7.1,500.00000000001
5,7.2,500.00000000001
5,7.3,500.00000000001
5,7.4,500.00000000001
5,7.5,500.00000000001
5,7.6,500.00000000001
5,7.7,500.00000000001
5,7.8,500.00000000001
5,7.9,500.00000000001
5,8,500.00000000001
5,8.1,500.00000000001
5,8.2,500.00000000001
5,8.3,500.00000000001
5,8.4,500.00000000001
5,8.5,500.00000000001
5,8.6,500.00000000001
5,8.7,500.00000000001
5,8.8,500.00000000001
5,8.9,500.00000000001
5,9,500.00000000001
5,9.1,500.00000000001
5,9.2,500.00000000001
5,9.3,500.00000000001
5,9.4,500.00000000001
5,9.5,500.00000000001
5,9.6,500.00000000001
5,9.7,500.00000000001
5,9.8,500.00000000001
5,9.9,500.00000000001
5,10,500.00000000001
